"city","date","death","temp","dewpoint","pm10","o3","time","season"
"chic",1987-02-01,127,41,32.25,NA,6.037985627,32,"winter"
"chic",1987-02-02,131,36.5,34,41.063607139,3.662985627,33,"winter"
"chic",1987-02-03,112,34,26.25,52.791194372,8.447738697,34,"winter"
"chic",1987-02-04,126,31.5,24.25,32.154518248,9.784528827,35,"winter"
"chic",1987-02-05,127,29.5,27.25,63.791194372,4.451195497,36,"winter"
"chic",1987-02-06,103,37,30.375,56.791194372,4.794492597,37,"winter"
"chic",1987-02-07,128,40.5,35.75,37.7911943722,4.388695497,38,"winter"
"chic",1987-02-08,133,32.5,3.5,18.075153696,24.1178621602,39,"winter"
"chic",1987-02-09,115,24.5,17.375,35.7911943722,8.305362157,40,"winter"
"chic",1987-02-10,124,35,27.375,29.791194372,7.117862157,41,"winter"
"chic",1987-02-11,117,39.5,29.375,76.791194372,6.731745557,42,"winter"
"chic",1987-02-12,116,34,24.75,77.791194372,6.138695497,43,"winter"
"chic",1987-02-13,128,34.5,30.875,32.791194372,9.376014337,44,"winter"
"chic",1987-02-14,119,31.5,22,23.307275566,10.117862157,45,"winter"
"chic",1987-02-15,115,23.5,10.125,5.791194376,27.2845288268,46,"winter"
"chic",1987-02-16,107,24,18.125,7.791194376,23.36786216,47,"winter"
"chic",1987-02-17,111,31.5,20.25,16.791194376,24.1178621602,48,"winter"
"chic",1987-02-18,116,31.5,20,20.791194376,23.350652015,49,"winter"
"chic",1987-02-19,115,34,19.625,42.7911943722,14.703007088,50,"winter"
"chic",1987-02-20,124,32.5,17,68.324433522,7.409528827,51,"winter"
"chic",1987-02-21,119,38,24.5,52.791194372,2.763695497,52,"winter"
"chic",1987-02-22,126,35.5,25.125,39.7911943722,9.826195497,53,"winter"
"chic",1987-02-23,147,35.5,24.75,40.7911943722,12.263695497,54,"winter"
"chic",1987-02-24,118,31.5,25.25,41.7911943722,12.076195497,55,"winter"
"chic",1987-02-25,138,34.5,21.875,41.7911943722,16.36786216,56,"winter"
"chic",1987-02-26,119,36,18.5,28.039547597,15.263695494,57,"winter"
"chic",1987-02-27,100,39.5,28.25,49.791194372,13.555362157,58,"winter"
"chic",1987-02-28,119,40,38.375,24.791194376,6.201195497,59,"winter"
"chic",1987-03-01,123,39,28.375,8.791194376,14.551195494,60,"winter"
"chic",1987-03-02,125,41,27.875,29.791194372,19.99286216,61,"winter"
"chic",1987-03-03,124,36.5,14.875,25.791194372,18.909528827,62,"winter"
"chic",1987-03-04,113,38,26.75,39.3267485801,4.763695497,63,"winter"
"chic",1987-03-05,125,44,34.375,23.791194376,12.972028827,64,"winter"
"chic",1987-03-06,108,48.5,39.5,69.791194372,8.424927377,65,"winter"
"chic",1987-03-07,114,59.5,36.875,42.7911943722,24.7636954935,66,"winter"
"chic",1987-03-08,109,54.5,33.625,54.791194372,30.6386954935,67,"winter"
"chic",1987-03-09,126,31,14,18.791194376,29.0136954935,68,"winter"
"chic",1987-03-10,113,25.5,13.625,18.375637886,27.5553621602,69,"winter"
"chic",1987-03-11,112,28.5,17,31.791194372,18.951195494,70,"winter"
"chic",1987-03-12,125,33.5,22.375,65.791194372,19.638695494,71,"winter"
"chic",1987-03-13,128,34,33.125,40.7911943722,21.659528827,72,"winter"
"chic",1987-03-14,106,37,33,42.7911943722,17.138695494,73,"winter"
"chic",1987-03-15,113,35,24.5,NA,36.076195494,74,"winter"
"chic",1987-03-16,117,37.5,17.875,25.716321015,35.552644769,75,"winter"
"chic",1987-03-17,127,38.5,19.375,48.791194372,26.9928621602,76,"winter"
"chic",1987-03-18,120,39.5,30.25,56.791194372,19.489405364,77,"winter"
"chic",1987-03-19,121,41.5,26.125,25.791194372,30.8559573983,78,"winter"
"chic",1987-03-20,127,43,16.625,21.791194376,34.162985623,79,"winter"
"chic",1987-03-21,120,43.5,22.5,33.791194372,35.746318957,80,"winter"
"chic",1987-03-22,100,48,32.375,36.6668112898,35.20465229,81,"winter"
"chic",1987-03-23,125,53.5,35.25,63.791194372,30.6345288268,82,"winter"
"chic",1987-03-24,132,57.5,46.125,51.791194372,24.8053621602,83,"winter"
"chic",1987-03-25,134,45,40.125,7.791194376,14.05536216,84,"winter"
"chic",1987-03-26,107,45,40.25,36.7911943722,14.297786403,85,"winter"
"chic",1987-03-27,102,43,38.5,40.7911943722,15.80536216,86,"winter"
"chic",1987-03-28,128,46,35,32.46245826,19.451195494,87,"winter"
"chic",1987-03-29,101,39.5,30.125,30.791194372,20.152584382,88,"winter"
"chic",1987-03-30,125,29,12.875,20.791194376,29.6178621602,89,"winter"
"chic",1987-03-31,106,30,19,36.7911943722,23.8986025404,90,"winter"
"chic",1987-04-01,119,41.5,22.875,29.791194372,21.25594517,91,"spring"
"chic",1987-04-02,91,29.5,14.625,37.7911943722,22.107883698,92,"spring"
"chic",1987-04-03,120,28,17.375,19.844543456,16.760733439,93,"spring"
"chic",1987-04-04,123,35.5,17.125,19.791194376,28.3871538936,94,"spring"
"chic",1987-04-05,108,43.5,33,11.791194376,35.89626627,95,"spring"
"chic",1987-04-06,117,50,21.25,12.791194376,31.7648546439,96,"spring"
"chic",1987-04-07,134,49.5,30.875,21.791194376,25.7993420045,97,"spring"
"chic",1987-04-08,120,40,31.375,12.791194376,21.574653894,98,"spring"
"chic",1987-04-09,120,50,28.5,77.183770988,15.700079772,99,"spring"
"chic",1987-04-10,110,59.5,44.875,62.791194372,22.094438286,100,"spring"
"chic",1987-04-11,111,51,45.625,17.791194376,29.1249108714,101,"spring"
"chic",1987-04-12,129,49.5,43.125,30.791194372,26.0306802831,102,"spring"
"chic",1987-04-13,93,48,47.25,40.7911943722,18.173190112,103,"spring"
"chic",1987-04-14,140,52.5,51.5,26.791194372,13.72080916,104,"spring"
"chic",1987-04-15,106,51.5,50.125,30.230273806,17.465204093,105,"spring"
"chic",1987-04-16,110,54,49.25,20.092872186,22.453299331,106,"spring"
"chic",1987-04-17,115,57.5,47,36.7911943722,19.560442188,107,"spring"
"chic",1987-04-18,106,61.5,49.875,99.791194372,31.3789494643,108,"spring"
"chic",1987-04-19,105,64,53,NA,32.6051399405,109,"spring"
"chic",1987-04-20,120,71,55.75,48.791194372,41.421575457,110,"spring"
"chic",1987-04-21,97,56,39,35.3497627843,20.632675338,111,"spring"
"chic",1987-04-22,136,47,45.625,21.791194376,9.252467007,112,"spring"
"chic",1987-04-23,112,52,43.75,19.791194376,10.241144537,113,"spring"
"chic",1987-04-24,108,49,30.75,9.791194376,27.8722586712,114,"spring"
"chic",1987-04-25,130,51,32.5,23.791194376,27.1115133981,115,"spring"
"chic",1987-04-26,102,57,33.875,51.791194372,32.4477963691,116,"spring"
"chic",1987-04-27,107,56.5,31.625,34.964022239,35.918301664,117,"spring"
"chic",1987-04-28,118,53.5,28.625,65.791194372,22.38359737,118,"spring"
"chic",1987-04-29,110,64.5,34.625,54.791194372,34.431499439,119,"spring"
"chic",1987-04-30,101,46,16.625,12.791194376,35.173293064,120,"spring"
"chic",1987-05-01,117,53.5,39,59.791194372,19.9502686,121,"spring"
"chic",1987-05-02,123,53,47.375,23.791194376,25.0327968867,122,"spring"
"chic",1987-05-03,110,45,35,18.842783566,27.5405522241,123,"spring"
"chic",1987-05-04,108,48,29.375,19.791194376,30.9393187049,124,"spring"
"chic",1987-05-05,134,50.5,32.625,53.791194372,23.074334731,125,"spring"
"chic",1987-05-06,131,58,40.125,NA,31.6565510919,126,"spring"
"chic",1987-05-07,126,59.5,40.875,34.791194372,29.9097061074,127,"spring"
"chic",1987-05-08,108,59,33.375,47.791194372,16.97397949,128,"spring"
"chic",1987-05-09,112,69.5,43.75,55.979414109,43.341482187,129,"spring"
"chic",1987-05-10,116,74.5,51.5,NA,43.764851934,130,"spring"
"chic",1987-05-11,131,71,58,74.791194372,45.067120441,131,"spring"
"chic",1987-05-12,123,51.5,32.75,5.791194376,25.5274597306,132,"spring"
"chic",1987-05-13,104,59,53,13.791194376,26.7693526392,133,"spring"
"chic",1987-05-14,123,69,53.375,NA,39.304323895,134,"spring"
"chic",1987-05-15,105,56.5,33.875,20.309135416,24.3139631464,135,"spring"
"chic",1987-05-16,108,62.5,42.625,40.7911943722,32.0463961969,136,"spring"
"chic",1987-05-17,123,70.5,63.625,56.791194372,50.670579157,137,"spring"
"chic",1987-05-18,134,66.5,57.625,NA,25.3181373004,138,"spring"
"chic",1987-05-19,101,67.5,61.125,35.7911943722,26.5573000851,139,"spring"
"chic",1987-05-20,114,66.5,59.75,40.7911943722,15.536064596,140,"spring"
"chic",1987-05-21,125,74,66.75,43.3833400636,33.5872874218,141,"spring"
"chic",1987-05-22,111,61.5,49.75,NA,12.210977627,142,"spring"
"chic",1987-05-23,107,51,45.625,6.791194376,10.761879817,143,"spring"
"chic",1987-05-24,105,50.5,45.125,NA,19.41319556,144,"spring"
"chic",1987-05-25,115,57.5,62.875,43.7911943722,13.209312247,145,"spring"
"chic",1987-05-26,106,73,67.625,21.791194376,29.7646379516,146,"spring"
"chic",1987-05-27,113,78.5,67.375,40.4503398338,30.9970322279,147,"spring"
"chic",1987-05-28,104,78.5,65.75,42.7911943722,29.3565389802,148,"spring"
"chic",1987-05-29,106,78.5,67.125,43.7911943722,26.5491155612,149,"spring"
"chic",1987-05-30,115,76,65.625,28.791194372,22.168129813,150,"spring"
"chic",1987-05-31,102,76,60.125,25.791194372,31.8370286226,151,"spring"
"chic",1987-06-01,112,74.5,68.5,23.791194376,34.596077346,152,"spring"
"chic",1987-06-02,111,72,64.75,32.148512799,18.61604648,153,"spring"
"chic",1987-06-03,120,69,47.25,35.7911943722,23.242544737,154,"spring"
"chic",1987-06-04,103,63,45,38.7911943722,20.7019531,155,"spring"
"chic",1987-06-05,98,70,54.875,54.791194372,32.8771503169,156,"spring"
"chic",1987-06-06,101,71,54.625,50.791194372,43.56062287,157,"spring"
"chic",1987-06-07,102,77.5,58.125,39.7911943722,50.66999787,158,"spring"
"chic",1987-06-08,143,74.5,60.25,48.216673397,49.106139175,159,"spring"
"chic",1987-06-09,88,57.5,41.125,8.791194376,29.9001119321,160,"spring"
"chic",1987-06-10,106,61,51,43.7911943722,28.9750666422,161,"spring"
"chic",1987-06-11,96,72.5,68.75,39.7911943722,28.0442402945,162,"spring"
"chic",1987-06-12,117,80,62,34.791194372,29.0870241245,163,"spring"
"chic",1987-06-13,97,77,62,66.791194372,39.829543064,164,"spring"
"chic",1987-06-14,146,83,68.5,41.4003540043,45.663925338,165,"spring"
"chic",1987-06-15,120,73.5,48.5,21.791194376,33.4321245856,166,"spring"
"chic",1987-06-16,109,75,52.875,39.7911943722,32.9215569528,167,"spring"
"chic",1987-06-17,112,77,61,64.791194372,54.753169454,168,"spring"
"chic",1987-06-18,132,80.5,62.75,83.791194372,63.215980385,169,"spring"
"chic",1987-06-19,106,77.5,61.375,73.791194372,47.629863993,170,"spring"
"chic",1987-06-20,122,77,73.625,58.067020671,46.134252925,171,"spring"
"chic",1987-06-21,112,76,71.125,35.7911943722,33.1548483284,172,"spring"
"chic",1987-06-22,117,67,59,45.791194372,25.3532902051,173,"spring"
"chic",1987-06-23,100,72.5,57.75,42.7911943722,32.6738886734,174,"spring"
"chic",1987-06-24,108,76,65.75,56.791194372,49.558211258,175,"spring"
"chic",1987-06-25,126,70.5,62,46.791194372,33.5433838862,176,"spring"
"chic",1987-06-26,105,69,50.75,28.431386872,20.570309759,177,"spring"
"chic",1987-06-27,111,64.5,48.25,29.791194372,21.789059759,178,"spring"
"chic",1987-06-28,122,72,53.625,27.791194372,31.6256593862,179,"spring"
"chic",1987-06-29,108,72.5,66,36.7911943722,27.7484619643,180,"spring"
"chic",1987-06-30,106,70.5,63,36.7911943722,18.946752925,181,"spring"
"chic",1987-07-01,104,68.5,60.625,15.791194376,33.1631955602,182,"summer"
"chic",1987-07-02,120,71,60.25,42.5274287336,36.669290804,183,"summer"
"chic",1987-07-03,112,77.5,60.375,41.7911943722,43.02787727,184,"summer"
"chic",1987-07-04,101,72.5,59.5,17.791194376,32.3428249635,185,"summer"
"chic",1987-07-05,114,72.5,69.125,NA,23.083678466,186,"summer"
"chic",1987-07-06,113,80,69,26.820991968,31.7465270438,187,"summer"
"chic",1987-07-07,119,80,69.125,NA,34.25066156,188,"summer"
"chic",1987-07-08,126,80.5,69.25,37.0101333467,31.3736467235,189,"summer"
"chic",1987-07-09,108,80.5,67.625,24.686603115,25.3332323701,190,"summer"
"chic",1987-07-10,95,80,67.625,26.525719836,23.555059093,191,"summer"
"chic",1987-07-11,125,80,73.5,72.477104607,28.9995498394,192,"summer"
"chic",1987-07-12,119,79.5,65.5,40.5071797946,29.6220184199,193,"summer"
"chic",1987-07-13,77,64.5,58.75,26.453552034,10.136089907,194,"summer"
"chic",1987-07-14,113,67,53,20.853813154,22.041914939,195,"summer"
"chic",1987-07-15,110,63,54.375,10.406233424,23.019514545,196,"summer"
"chic",1987-07-16,108,65.5,58.625,20.118244614,32.3424407414,197,"summer"
"chic",1987-07-17,102,78,67,32.415027094,42.562310962,198,"summer"
"chic",1987-07-18,110,79.5,68.375,44.3876933811,47.74278912,199,"summer"
"chic",1987-07-19,129,84.5,73.625,65.437700325,46.994584816,200,"summer"
"chic",1987-07-20,140,81.5,67.625,64.09737115,41.021330246,201,"summer"
"chic",1987-07-21,105,81,71.25,51.406620826,58.669057617,202,"summer"
"chic",1987-07-22,110,80.5,69.625,91.444475715,45.252753631,203,"summer"
"chic",1987-07-23,121,82,70,110.470203976,58.848522318,204,"summer"
"chic",1987-07-24,110,83,71.25,74.066933319,35.384553011,205,"summer"
"chic",1987-07-25,115,84.5,71.125,46.549877232,43.346302184,206,"summer"
"chic",1987-07-26,105,78.5,66.25,29.493231562,27.495531376,207,"summer"
"chic",1987-07-27,112,71,62.625,25.611649349,15.407299746,208,"summer"
"chic",1987-07-28,109,72.5,63.25,32.189173067,19.993162664,209,"summer"
"chic",1987-07-29,125,78,70.25,18.64814389,24.6405630952,210,"summer"
"chic",1987-07-30,92,79.5,72.375,68.767226972,50.372421295,211,"summer"
"chic",1987-07-31,110,80.5,75.75,41.7609376639,38.419876348,212,"summer"
"chic",1987-08-01,113,87,75.25,56.243623074,39.472465817,213,"summer"
"chic",1987-08-02,115,86,73.875,39.8552772866,46.697577675,214,"summer"
"chic",1987-08-03,137,83,68.625,47.944441538,30.3386411659,215,"summer"
"chic",1987-08-04,112,75,60.625,15.010272263,21.539800132,216,"summer"
"chic",1987-08-05,126,72,55.75,9.137300254,20.835088594,217,"summer"
"chic",1987-08-06,111,72,62.125,44.1028174937,29.6668837051,218,"summer"
"chic",1987-08-07,95,79.5,67.375,50.12927778,45.349955538,219,"summer"
"chic",1987-08-08,113,73.5,73.625,50.281500879,23.590345005,220,"summer"
"chic",1987-08-09,107,72.5,64.125,23.319118434,26.578653563,221,"summer"
"chic",1987-08-10,96,71,63.125,18.451634039,30.1314430623,222,"summer"
"chic",1987-08-11,98,74.5,61.875,35.467364907,34.044920755,223,"summer"
"chic",1987-08-12,83,76,63.625,74.467364907,37.221331012,224,"summer"
"chic",1987-08-13,121,75.5,69.5,64.14517077,36.184757584,225,"summer"
"chic",1987-08-14,107,74,74.625,45.3818776189,24.4317193117,226,"summer"
"chic",1987-08-15,115,79.5,75.875,35.754864907,33.2412868294,227,"summer"
"chic",1987-08-16,125,80,73.875,37.3453623652,32.1457740087,228,"summer"
"chic",1987-08-17,120,73.5,60.25,33.557707973,26.3740344256,229,"summer"
"chic",1987-08-18,102,69.5,64.25,42.4948148913,14.217721448,230,"summer"
"chic",1987-08-19,102,70,56.75,30.002997898,19.132840226,231,"summer"
"chic",1987-08-20,118,70,62.625,43.268399797,30.9947639279,232,"summer"
"chic",1987-08-21,118,76,72.5,37.1803494825,37.831006505,233,"summer"
"chic",1987-08-22,107,71.5,54.625,26.024426575,24.0575106964,234,"summer"
"chic",1987-08-23,107,63,49,18.048761976,17.866854453,235,"summer"
"chic",1987-08-24,133,61.5,51.375,37.1210890182,12.600526329,236,"summer"
"chic",1987-08-25,107,59,58,35.3305896047,7.195805593,237,"summer"
"chic",1987-08-26,96,62,63.25,44.0833531691,8.648028335,238,"summer"
"chic",1987-08-27,103,63.5,61.375,14.105564146,14.455249697,239,"summer"
"chic",1987-08-28,117,63.5,54.625,26.089791278,22.562711928,240,"summer"
"chic",1987-08-29,100,65.5,57,NA,18.624209949,241,"summer"
"chic",1987-08-30,125,72,59.625,29.0454779,23.174590634,242,"summer"
"chic",1987-08-31,113,62,46.5,24.101701995,16.12384768,243,"summer"
"chic",1987-09-01,112,64,49.5,31.181767186,18.321069569,244,"summer"
"chic",1987-09-02,107,61.5,50.125,11.017086735,22.320707112,245,"summer"
"chic",1987-09-03,122,60.5,49.25,18.029881561,21.085694485,246,"summer"
"chic",1987-09-04,115,69,59.125,NA,32.2334078243,247,"summer"
"chic",1987-09-05,104,73,57.375,NA,46.394749718,248,"summer"
"chic",1987-09-06,118,75,66.25,61.775910768,38.478637841,249,"summer"
"chic",1987-09-07,137,70.5,65.625,NA,23.435024048,250,"summer"
"chic",1987-09-08,117,72,63.5,NA,25.9468819972,251,"summer"
"chic",1987-09-09,104,68.5,56.125,NA,19.289779087,252,"summer"
"chic",1987-09-10,105,67.5,57.75,NA,27.0859424734,253,"summer"
"chic",1987-09-11,109,69,57,NA,22.935952077,254,"summer"
"chic",1987-09-12,121,68,50.375,29.244579946,15.714457065,255,"summer"
"chic",1987-09-13,108,59,53.25,NA,12.269273856,256,"summer"
"chic",1987-09-14,114,61.5,58,NA,19.188268717,257,"summer"
"chic",1987-09-15,108,72,66,NA,15.977712837,258,"summer"
"chic",1987-09-16,111,69,66.875,27.381753527,10.818206515,259,"summer"
"chic",1987-09-17,110,67.5,64.25,24.453536761,13.793845328,260,"summer"
"chic",1987-09-18,107,63.5,60.375,24.872964251,7.202738747,261,"summer"
"chic",1987-09-19,107,61,50.25,NA,12.559585962,262,"summer"
"chic",1987-09-20,108,57,50.875,NA,7.482985595,263,"summer"
"chic",1987-09-21,139,55.5,54.75,23.462738175,5.125268006,264,"summer"
"chic",1987-09-22,130,61,52.5,NA,7.682495903,265,"summer"
"chic",1987-09-23,111,63,51,32.502434798,13.551430314,266,"summer"
"chic",1987-09-24,112,59.5,46.25,22.289694634,17.12656659,267,"summer"
"chic",1987-09-25,106,56.5,43,49.438537034,13.939410074,268,"summer"
"chic",1987-09-26,127,65,53.375,36.4001983763,23.202903053,269,"summer"
"chic",1987-09-27,110,75.5,54,43.3171312836,28.4272866814,270,"summer"
"chic",1987-09-28,120,69,61.125,51.28574963,30.4206973433,271,"summer"
"chic",1987-09-29,115,61.5,52.375,28.279359853,12.900715966,272,"summer"
"chic",1987-09-30,120,55,35.625,24.53903681,11.56486865,273,"summer"
"chic",1987-10-01,117,55.5,46.375,38.2889445178,17.187868068,274,"autumn"
"chic",1987-10-02,128,47,32.25,46.333672952,15.5187625,275,"autumn"
"chic",1987-10-03,115,42.5,29.875,46.331020925,15.834430944,276,"autumn"
"chic",1987-10-04,123,52,30.75,44.217139406,19.266252259,277,"autumn"
"chic",1987-10-05,118,60,41.25,42.1447936208,15.039121739,278,"autumn"
"chic",1987-10-06,137,45.5,38,21.41606512,7.510697923,279,"autumn"
"chic",1987-10-07,134,39.5,26.875,30.103126954,13.605067411,280,"autumn"
"chic",1987-10-08,134,41.5,26.875,35.0614602874,10.423812774,281,"autumn"
"chic",1987-10-09,115,53.5,31.25,32.127746685,11.979727712,282,"autumn"
"chic",1987-10-10,103,42.5,32.625,22.31658849,9.044195085,283,"autumn"
"chic",1987-10-11,106,39,25.5,26.281332082,14.773628503,284,"autumn"
"chic",1987-10-12,123,42.5,30.375,41.2230345627,12.492498762,285,"autumn"
"chic",1987-10-13,116,49.5,33.375,NA,15.575509371,286,"autumn"
"chic",1987-10-14,120,55.5,38.125,35.3052623321,11.341984046,287,"autumn"
"chic",1987-10-15,130,63,36,46.292177151,25.1136408415,288,"autumn"
"chic",1987-10-16,111,62.5,55.125,52.237416673,29.1266299292,289,"autumn"
"chic",1987-10-17,122,48,42.125,13.23741667,9.298494999,290,"autumn"
"chic",1987-10-18,121,53.5,43.75,25.401047864,15.876799022,291,"autumn"
"chic",1987-10-19,117,49.5,40.25,5.33197311,18.972467034,292,"autumn"
"chic",1987-10-20,111,45.5,32.375,18.34158849,15.647670968,293,"autumn"
"chic",1987-10-21,114,37,33.25,15.69885707,6.546019272,294,"autumn"
"chic",1987-10-22,104,43,34.25,19.253767977,6.540187711,295,"autumn"
"chic",1987-10-23,98,39,31.125,44.1736397749,8.513358525,296,"autumn"
"chic",1987-10-24,139,38.5,33.5,27.303063093,7.851674033,297,"autumn"
"chic",1987-10-25,126,42,31.125,NA,11.062451748,298,"autumn"
"chic",1987-10-26,115,44.5,45.375,27.115947467,5.090080245,299,"autumn"
"chic",1987-10-27,119,44.5,34.5,25.107157811,9.785826306,300,"autumn"
"chic",1987-10-28,114,38.5,28.875,25.038383364,5.089741219,301,"autumn"
"chic",1987-10-29,123,44.5,37.75,42.1281269541,7.464208318,302,"autumn"
"chic",1987-10-30,125,54.5,42.875,50.903382651,17.158282693,303,"autumn"
"chic",1987-10-31,116,52,49.375,54.140947467,13.107450384,304,"autumn"
"chic",1987-11-01,118,58,58.5,24.13133208,10.080073813,305,"autumn"
"chic",1987-11-02,138,64,56.625,40.1114494232,12.168677841,306,"autumn"
"chic",1987-11-03,98,66,49.875,NA,31.2762945827,307,"autumn"
"chic",1987-11-04,114,56.5,38.25,41.2281269541,16.921828812,308,"autumn"
"chic",1987-11-05,117,40.5,19.875,23.99360158,18.315342747,309,"autumn"
"chic",1987-11-06,108,39.5,25.75,38.1398190507,7.519504549,310,"autumn"
"chic",1987-11-07,109,45.5,29.5,40.0314365306,4.086583234,311,"autumn"
"chic",1987-11-08,121,49.5,41.75,58.857690118,21.893051945,312,"autumn"
"chic",1987-11-09,109,35,18.5,10.919970091,24.6253067228,313,"autumn"
"chic",1987-11-10,127,34,24.875,5.063282191,25.4665703058,314,"autumn"
"chic",1987-11-11,143,35,23.75,28.457765785,6.782790021,315,"autumn"
"chic",1987-11-12,118,43.5,31.125,39.8021356928,7.382039853,316,"autumn"
"chic",1987-11-13,113,48.5,31.375,47.838997486,4.27885882,317,"autumn"
"chic",1987-11-14,125,47,31.125,10.783715139,9.458289851,318,"autumn"
"chic",1987-11-15,108,50.5,32,43.8591302099,17.549680738,319,"autumn"
"chic",1987-11-16,100,56,56,26.926757346,15.351928771,320,"autumn"
"chic",1987-11-17,112,50,35.375,16.753225805,11.185661255,321,"autumn"
"chic",1987-11-18,106,38,29.25,NA,7.697694379,322,"autumn"
"chic",1987-11-19,128,37.5,26,20.839884175,8.510180301,323,"autumn"
"chic",1987-11-20,128,27.5,10.375,26.810273267,22.64715377,324,"autumn"
"chic",1987-11-21,121,25.5,11.5,19.977936723,8.826374906,325,"autumn"
"chic",1987-11-22,128,42,28.75,NA,9.362383685,326,"autumn"
"chic",1987-11-23,127,43.5,31.75,28.416613944,9.434958311,327,"autumn"
"chic",1987-11-24,113,39.5,39.375,44.958949378,6.478299972,328,"autumn"
"chic",1987-11-25,117,40,36.875,2.968443053,10.697225394,329,"autumn"
"chic",1987-11-26,114,40,35.875,7.911615306,21.160527072,330,"autumn"
"chic",1987-11-27,117,40.5,39.5,NA,8.783947116,331,"autumn"
"chic",1987-11-28,115,47,45.5,NA,4.364459532,332,"autumn"
"chic",1987-11-29,103,39,34.625,10.26237789,3.111268879,333,"autumn"
"chic",1987-11-30,101,37,35.5,NA,4.182015618,334,"autumn"
"chic",1987-12-01,134,32,24.125,20.6943154,11.057467534,335,"autumn"
"chic",1987-12-02,93,30,26.375,15.35780746,8.32508474,336,"autumn"
"chic",1987-12-03,116,30.5,26.25,22.362256716,4.079205299,337,"autumn"
"chic",1987-12-04,128,27,19.625,27.416224968,9.98271668,338,"autumn"
"chic",1987-12-05,109,27,24.625,23.038184156,11.5380394,339,"autumn"
"chic",1987-12-06,142,31.5,29,14.403526556,12.661628817,340,"autumn"
"chic",1987-12-07,124,38.5,36.25,17.414415246,3.513230135,341,"autumn"
"chic",1987-12-08,112,46.5,49.5,20.150084036,3.209468309,342,"autumn"
"chic",1987-12-09,116,49.5,34.375,13.197113903,7.257236205,343,"autumn"
"chic",1987-12-10,136,38,31.125,24.219142353,5.081363024,344,"autumn"
"chic",1987-12-11,138,41,33.625,21.937026713,2.447078581,345,"autumn"
"chic",1987-12-12,136,35,23.75,21.241506563,8.719930369,346,"autumn"
"chic",1987-12-13,108,31.5,23.5,26.314988996,10.847748326,347,"autumn"
"chic",1987-12-14,125,30,27.5,35.250262634,10.860893754,348,"autumn"
"chic",1987-12-15,140,31,24.25,11.928530172,7.169268383,349,"autumn"
"chic",1987-12-16,149,27.5,16.625,28.82629375,9.752139429,350,"autumn"
"chic",1987-12-17,118,20.5,11.75,25.823407032,5.137245233,351,"autumn"
"chic",1987-12-18,131,23,25.75,29.069105251,1.853908667,352,"autumn"
"chic",1987-12-19,111,34,35,13.097626892,1.281328766,353,"autumn"
"chic",1987-12-20,130,34,21.25,18.005305039,9.532916922,354,"autumn"
"chic",1987-12-21,125,33,26.125,NA,4.360059166,355,"autumn"
"chic",1987-12-22,121,35,29.125,NA,0.159175398999999,356,"autumn"
